Country code,State code,Postcode / ZIP,City,Rate %,Tax name,Priority,Compound,Shipping,Tax class
US,IA,52164*,,7.000%,RANDALIA,,0,,
US,IA,52165*,,7.000%,RIDGEWAY,,0,,
US,IA,52166*,,7.000%,SAINT LUCAS,,0,,
US,IA,52168*,,7.000%,SPILLVILLE,,0,,
US,IA,52169*,,7.000%,VOLGA,,0,,
US,IA,52170*,,7.000%,WATERVILLE,,0,,
US,IA,52171*,,7.000%,ALPHA,,0,,
US,IA,52172*,,7.000%,FRANKVILLE,,0,,
US,IA,52175*,,7.000%,ELDORADO,,0,,
US,IA,52201*,,7.000%,AINSWORTH,,0,,
US,IA,52202*,,7.000%,ALBURNETT,,0,,
US,IA,52203*,,7.000%,AMANA,,0,,
US,IA,52204*,,7.000%,AMANA,,0,,
US,IA,52205*,,7.000%,AMBER,,0,,
US,IA,52206*,,7.000%,ATKINS,,0,,
US,IA,52207*,,7.000%,BALDWIN,,0,,
US,IA,52208*,,7.000%,BELLE PLAINE,,0,,
US,IA,52209*,,7.000%,BLAIRSTOWN,,0,,
US,IA,52210*,,7.000%,BRANDON,,0,,
US,IA,52211*,,7.000%,BROOKLYN,,0,,
US,IA,52212*,,7.000%,CENTER JUNCTION,,0,,
US,IA,52213*,,7.000%,CENTER POINT,,0,,
US,IA,52214*,,7.000%,CENTRAL CITY,,0,,
US,IA,52215*,,7.000%,CHELSEA,,0,,
US,IA,52216*,,7.000%,CLARENCE,,0,,
US,IA,52217*,,7.000%,CLUTIER,,0,,
US,IA,52218*,,7.000%,COGGON,,0,,
US,IA,52219*,,7.000%,PRAIRIEBURG,,0,,
US,IA,52220*,,7.000%,CONROY,,0,,
US,IA,52221*,,7.000%,GUERNSEY,,0,,
US,IA,52222*,,7.000%,DEEP RIVER,,0,,
US,IA,52223*,,7.000%,DELHI,,0,,
US,IA,52224*,,7.000%,DYSART,,0,,
US,IA,52225*,,7.000%,ELBERON,,0,,
US,IA,52227*,,7.000%,ELY,,0,,
US,IA,52228*,,7.000%,FAIRFAX,,0,,
US,IA,52229*,,7.000%,GARRISON,,0,,
US,IA,52231*,,7.000%,HARPER,,0,,
US,IA,52232*,,7.000%,HARTWICK,,0,,
US,IA,52233*,,7.000%,HIAWATHA,,0,,
US,IA,52235*,,7.000%,HILLS,,0,,
US,IA,52236*,,7.000%,HOMESTEAD,,0,,
US,IA,52237*,,7.000%,HOPKINTON,,0,,
US,IA,52240*,,6.000%,IOWA CITY,,0,,
US,IA,52241*,,6.000%,CORALVILLE,,0,,
US,IA,52242*,,6.000%,IOWA CITY,,0,,
US,IA,52243*,,6.000%,IOWA CITY,,0,,
US,IA,52244*,,6.000%,IOWA CITY,,0,,
US,IA,52245*,,6.000%,IOWA CITY,,0,,
US,IA,52246*,,6.000%,CORALVILLE,,0,,
US,IA,52247*,,6.000%,FRYTOWN,,0,,
US,IA,52248*,,7.000%,KEOTA,,0,,
US,IA,52249*,,7.000%,KEYSTONE,,0,,
US,IA,52251*,,7.000%,LADORA,,0,,
US,IA,52252*,,7.000%,LANGWORTHY,,0,,
US,IA,52253*,,7.000%,LISBON,,0,,
US,IA,52254*,,7.000%,ELWOOD,,0,,
US,IA,52255*,,7.000%,LOWDEN,,0,,
US,IA,52257*,,7.000%,LUZERNE,,0,,
US,IA,52301*,,7.000%,BLAIRSTOWN,,0,,
US,IA,52302*,,7.000%,MARION,,0,,
US,IA,52305*,,7.000%,MARTELLE,,0,,
US,IA,52306*,,7.000%,MECHANICSVILLE,,0,,
US,IA,52307*,,7.000%,MIDDLE AMANA,,0,,
US,IA,52308*,,7.000%,MILLERSBURG,,0,,
US,IA,52309*,,7.000%,CANTON,,0,,
US,IA,52310*,,7.000%,MONTICELLO,,0,,
US,IA,52312*,,7.000%,MORLEY,,0,,
US,IA,52313*,,7.000%,MOUNT AUBURN,,0,,
US,IA,52314*,,7.000%,MOUNT VERNON,,0,,
US,IA,52315*,,7.000%,NEWHALL,,0,,
US,IA,52316*,,7.000%,NORTH ENGLISH,,0,,
US,IA,52317*,,6.000%,NORTH LIBERTY,,0,,
US,IA,52318*,,7.000%,NORWAY,,0,,
US,IA,52320*,,7.000%,OLIN,,0,,
US,IA,52321*,,7.000%,ONSLOW,,0,,
US,IA,52322*,,6.000%,COSGROVE,,0,,
US,IA,52323*,,7.000%,LISBON,,0,,
US,IA,52324*,,7.000%,PALO,,0,,
US,IA,52325*,,6.000%,COSGROVE,,0,,
US,IA,52326*,,7.000%,QUASQUETON,,0,,
US,IA,52327*,,7.000%,COTTER,,0,,
US,IA,52328*,,7.000%,ROBINS,,0,,
US,IA,52329*,,7.000%,ROWLEY,,0,,
US,IA,52330*,,7.000%,RYAN,,0,,
US,IA,52332*,,7.000%,SHELLSBURG,,0,,
US,IA,52333*,,7.000%,CEDAR BLUFF,,0,,
US,IA,52334*,,7.000%,SOUTH AMANA,,0,,
US,IA,52335*,,7.000%,KINROSS,,0,,
US,IA,52336*,,7.000%,SPRINGVILLE,,0,,
US,IA,52337*,,7.000%,STANWOOD,,0,,
US,IA,52338*,,7.000%,ELY,,0,,
US,IA,52339*,,7.000%,GRINNELL,,0,,
US,IA,52340*,,6.000%,TIFFIN,,0,,
US,IA,52341*,,7.000%,TODDVILLE,,0,,
US,IA,52342*,,7.000%,TOLEDO,,0,,
US,IA,52344*,,7.000%,TROY MILLS,,0,,
US,IA,52345*,,7.000%,URBANA,,0,,
US,IA,52346*,,7.000%,VAN HORNE,,0,,
US,IA,52347*,,7.000%,VICTOR,,0,,
US,IA,52348*,,7.000%,VINING,,0,,
US,IA,52349*,,7.000%,VINTON,,0,,
US,IA,52351*,,6.000%,WALFORD,,0,,
US,IA,52352*,,7.000%,ROWLEY,,0,,
US,IA,52353*,,7.000%,WASHINGTON,,0,,
US,IA,52354*,,7.000%,WATKINS,,0,,
US,IA,52355*,,7.000%,NORTH ENGLISH,,0,,
US,IA,52356*,,6.000%,COSGROVE,,0,,
US,IA,52358*,,7.000%,DOWNEY,,0,,
US,IA,52359*,,7.000%,WEST CHESTER,,0,,
US,IA,52361*,,7.000%,WILLIAMSBURG,,0,,
US,IA,52362*,,7.000%,HALE,,0,,
US,IA,52401*,,7.000%,BERTRAM,,0,,
US,IA,52402*,,7.000%,CEDAR RAPIDS,,0,,
US,IA,52403*,,7.000%,BERTRAM,,0,,
US,IA,52404*,,7.000%,ATKINS,,0,,
US,IA,52405*,,7.000%,CEDAR RAPIDS,,0,,
US,IA,52406*,,7.000%,CEDAR RAPIDS,,0,,
US,IA,52407*,,7.000%,CEDAR RAPIDS,,0,,
US,IA,52408*,,7.000%,CEDAR RAPIDS,,0,,
US,IA,52409*,,7.000%,CEDAR RAPIDS,,0,,
US,IA,52410*,,7.000%,CEDAR RAPIDS,,0,,
US,IA,52411*,,7.000%,CEDAR RAPIDS,,0,,
US,IA,52497*,,7.000%,CEDAR RAPIDS,,0,,
US,IA,52498*,,7.000%,CEDAR RAPIDS,,0,,
US,IA,52499*,,7.000%,CEDAR RAPIDS,,0,,
US,IA,52501*,,7.000%,FREMONT,,0,,
US,IA,52530*,,7.000%,AGENCY,,0,,
US,IA,52531*,,7.000%,ALBIA,,0,,
US,IA,52533*,,6.000%,ABINGDON,,0,,
US,IA,52534*,,7.000%,BEACON,,0,,
US,IA,52535*,,7.000%,BIRMINGHAM,,0,,
US,IA,52536*,,7.000%,AVERY,,0,,
US,IA,52537*,,7.000%,BELKNAP,,0,,
US,IA,52540*,,7.000%,BRIGHTON,,0,,
US,IA,52542*,,7.000%,CANTRIL,,0,,
US,IA,52543*,,7.000%,CEDAR,,0,,
US,IA,52544*,,7.000%,CENTERVILLE,,0,,
US,IA,52548*,,7.000%,CHILLICOTHE,,0,,
US,IA,52549*,,7.000%,CINCINNATI,,0,,
US,IA,52550*,,7.000%,DELTA,,0,,
US,IA,52551*,,7.000%,DOUDS,,0,,
US,IA,52552*,,7.000%,BLAKESBURG,,0,,
US,IA,52553*,,7.000%,EDDYVILLE,,0,,
US,IA,52554*,,7.000%,BATAVIA,,0,,
US,IA,52555*,,7.000%,EXLINE,,0,,
US,IA,52556*,,7.000%,FAIRFIELD,,0,,
US,IA,52557*,,7.000%,FAIRFIELD,,0,,
US,IA,52560*,,7.000%,FLORIS,,0,,
US,IA,52561*,,7.000%,BELLE PLAINE,,0,,
US,IA,52562*,,7.000%,HAYESVILLE,,0,,
US,IA,52563*,,7.000%,FARSON,,0,,
US,IA,52565*,,7.000%,BENTONSPORT,,0,,
US,IA,52566*,,7.000%,KIRKVILLE,,0,,
US,IA,52567*,,7.000%,BIRMINGHAM,,0,,
US,IA,52568*,,7.000%,MARTINSBURG,,0,,
US,IA,52569*,,6.000%,ICONIUM,,0,,
US,IA,52570*,,7.000%,MILTON,,0,,
US,IA,52571*,,6.000%,DARBYVILLE,,0,,
US,IA,52572*,,7.000%,MOULTON,,0,,
US,IA,52573*,,7.000%,CANTRIL,,0,,
US,IA,52574*,,6.000%,BRAZIL,,0,,
US,IA,52576*,,7.000%,OLLIE,,0,,
US,IA,52577*,,7.000%,EVANS,,0,,
US,IA,52580*,,7.000%,PACKWOOD,,0,,
US,IA,52581*,,7.000%,PLANO,,0,,
US,IA,52583*,,7.000%,PROMISE CITY,,0,,
US,IA,52584*,,7.000%,PULASKI,,0,,
US,IA,52585*,,7.000%,PLEASANT PLAIN,,0,,
US,IA,52586*,,7.000%,DELTA,,0,,
US,IA,52588*,,7.000%,LIBERTYVILLE,,0,,
US,IA,52590*,,7.000%,PLANO,,0,,
US,IA,52591*,,7.000%,SIGOURNEY,,0,,
US,IA,52593*,,7.000%,CENTERVILLE,,0,,
US,IA,52594*,,7.000%,PARIS,,0,,
US,IA,52595*,,7.000%,UNIVERSITY PARK,,0,,
US,IA,52601*,,7.000%,BURLINGTON,,0,,
US,IA,52619*,,7.000%,ARGYLE,,0,,
US,IA,52620*,,7.000%,BONAPARTE,,0,,
US,IA,52621*,,7.000%,COTTER,,0,,
US,IA,52623*,,7.000%,DANVILLE,,0,,
US,IA,52624*,,7.000%,DENMARK,,0,,
US,IA,52625*,,7.000%,ARGYLE,,0,,
US,IA,52626*,,7.000%,CROTON,,0,,
US,IA,52627*,,7.000%,FORT MADISON,,0,,
US,IA,52630*,,7.000%,HILLSBORO,,0,,
US,IA,52631*,,7.000%,HOUGHTON,,0,,
US,IA,52632*,,7.000%,KEOKUK,,0,,
US,IA,52635*,,7.000%,LOCKRIDGE,,0,,
US,IA,52637*,,7.000%,KINGSTON,,0,,
US,IA,52638*,,7.000%,MIDDLETOWN,,0,,
US,IA,52639*,,7.000%,MONTROSE,,0,,
US,IA,52640*,,7.000%,MORNING SUN,,0,,
US,IA,52641*,,7.000%,BRIGHTON,,0,,
US,IA,52642*,,7.000%,ROME,,0,,
US,IA,52644*,,7.000%,MOUNT UNION,,0,,
US,IA,52645*,,7.000%,DANVILLE,,0,,
US,IA,52646*,,7.000%,KINGSTON,,0,,
US,IA,52647*,,7.000%,OLDS,,0,,
US,IA,52648*,,7.000%,PILOT GROVE,,0,,
US,IA,52649*,,7.000%,HOUGHTON,,0,,
US,IA,52650*,,7.000%,SPERRY,,0,,
US,IA,52651*,,7.000%,LOCKRIDGE,,0,,
US,IA,52652*,,7.000%,SWEDESBURG,,0,,
US,IA,52653*,,7.000%,MEDIAPOLIS,,0,,
US,IA,52654*,,7.000%,COPPOCK,,0,,
US,IA,52655*,,7.000%,WEST BURLINGTON,,0,,
US,IA,52656*,,7.000%,LOWELL,,0,,
US,IA,52657*,,7.000%,SAINT PAUL,,0,,
US,IA,52658*,,7.000%,MIDDLETOWN,,0,,
US,IA,52659*,,7.000%,MORNING SUN,,0,,
US,IA,52660*,,7.000%,YARMOUTH,,0,,
US,IA,52701*,,7.000%,ANDOVER,,0,,
US,IA,52720*,,7.000%,ATALISSA,,0,,
US,IA,52721*,,7.000%,BENNETT,,0,,
US,IA,52722*,,7.000%,BETTENDORF,,0,,
US,IA,52726*,,7.000%,BLUE GRASS,,0,,
US,IA,52727*,,7.000%,BRYANT,,0,,
US,IA,52728*,,7.000%,BUFFALO,,0,,
US,IA,52729*,,7.000%,CALAMUS,,0,,
US,IA,52730*,,7.000%,CAMANCHE,,0,,
US,IA,52731*,,7.000%,CHARLOTTE,,0,,
US,IA,52732*,,7.000%,CLINTON,,0,,
US,IA,52733*,,7.000%,CLINTON,,0,,
US,IA,52734*,,7.000%,CLINTON,,0,,
US,IA,52736*,,7.000%,CLINTON,,0,,
US,IA,52737*,,7.000%,COLUMBUS CITY,,0,,
US,IA,52738*,,7.000%,COLUMBUS JUNCTION,,0,,
US,IA,52739*,,7.000%,CONESVILLE,,0,,
US,IA,52742*,,7.000%,DE WITT,,0,,
US,IA,52745*,,7.000%,BIG ROCK,,0,,
US,IA,52746*,,7.000%,DONAHUE,,0,,
US,IA,52747*,,7.000%,DURANT,,0,,
US,IA,52748*,,7.000%,ELDRIDGE,,0,,
US,IA,52749*,,7.000%,FRUITLAND,,0,,
US,IA,52750*,,7.000%,GOOSE LAKE,,0,,
US,IA,52751*,,7.000%,GRAND MOUND,,0,,
US,IA,52752*,,7.000%,GRANDVIEW,,0,,
US,IA,52753*,,7.000%,LE CLAIRE,,0,,
US,IA,52754*,,7.000%,CRANSTON,,0,,
US,IA,52755*,,7.000%,COTTER,,0,,
US,IA,52756*,,7.000%,DE WITT,,0,,
US,IA,52757*,,7.000%,LOW MOOR,,0,,
US,IA,52758*,,7.000%,MC CAUSLAND,,0,,
US,IA,52759*,,7.000%,MONTPELIER,,0,,
US,IA,52760*,,7.000%,DURANT,,0,,
US,IA,52761*,,7.000%,FAIRPORT,,0,,
US,IA,52765*,,7.000%,NEW LIBERTY,,0,,
US,IA,52766*,,7.000%,LONE TREE,,0,,
US,IA,52767*,,7.000%,PLEASANT VALLEY,,0,,
US,IA,52768*,,7.000%,PRINCETON,,0,,
US,IA,52769*,,7.000%,STOCKTON,,0,,
US,IA,52771*,,7.000%,CLINTON,,0,,
US,IA,52772*,,7.000%,CEDAR BLUFF,,0,,
US,IA,52773*,,7.000%,MAYSVILLE,,0,,
US,IA,52774*,,7.000%,DE WITT,,0,,
US,IA,52776*,,7.000%,DOWNEY,,0,,
US,IA,52777*,,7.000%,LOWDEN,,0,,
US,IA,52778*,,6.000%,WILTON,,0,,
US,IA,52801*,,7.000%,DAVENPORT,,0,,
US,IA,52802*,,7.000%,DAVENPORT,,0,,
US,IA,52803*,,7.000%,DAVENPORT,,0,,
US,IA,52804*,,7.000%,DAVENPORT,,0,,
US,IA,52805*,,7.000%,DAVENPORT,,0,,
US,IA,52806*,,7.000%,DAVENPORT,,0,,
US,IA,52807*,,7.000%,DAVENPORT,,0,,
US,IA,52808*,,7.000%,DAVENPORT,,0,,
US,IA,52809*,,7.000%,DAVENPORT,,0,,
US,ID,83201*,,6.000%,POCATELLO,,0,,
US,ID,83202*,,6.000%,CHUBBUCK,,0,,
US,ID,83203*,,6.000%,FORT HALL,,0,,
US,ID,83204*,,6.000%,POCATELLO,,0,,
US,ID,83205*,,6.000%,POCATELLO,,0,,
US,ID,83206*,,6.000%,POCATELLO,,0,,
US,ID,83209*,,6.000%,POCATELLO,,0,,
US,ID,83210*,,6.000%,ABERDEEN,,0,,
US,ID,83211*,,6.000%,AMERICAN FALLS,,0,,
US,ID,83212*,,6.000%,ARBON,,0,,
US,ID,83213*,,6.000%,ARCO,,0,,
US,ID,83214*,,6.000%,ARIMO,,0,,
US,ID,83215*,,6.000%,ATOMIC CITY,,0,,
US,ID,83217*,,6.000%,BANCROFT,,0,,
US,ID,83218*,,6.000%,BASALT,,0,,
US,ID,83220*,,6.000%,BERN,,0,,
US,ID,83221*,,6.000%,BLACKFOOT,,0,,
US,ID,83223*,,6.000%,BLOOMINGTON,,0,,
US,ID,83226*,,6.000%,CHALLIS,,0,,
US,ID,83227*,,6.000%,CLAYTON,,0,,
US,ID,83228*,,6.000%,CLIFTON,,0,,
US,ID,83229*,,6.000%,CHALLIS,,0,,
US,ID,83232*,,6.000%,CLIFTON,,0,,
US,ID,83233*,,6.000%,DINGLE,,0,,
US,ID,83234*,,6.000%,DOWNEY,,0,,
US,ID,83235*,,6.000%,ELLIS,,0,,
US,ID,83236*,,6.000%,FIRTH,,0,,
US,ID,83237*,,6.000%,FRANKLIN,,0,,
US,ID,83238*,,6.000%,GENEVA,,0,,
US,ID,83239*,,6.000%,GEORGETOWN,,0,,
US,ID,83241*,,6.000%,GRACE,,0,,
US,ID,83243*,,6.000%,HOLBROOK,,0,,
US,ID,83244*,,6.000%,HOWE,,0,,
US,ID,83245*,,6.000%,INKOM,,0,,
US,ID,83246*,,8.000%,LAVA HOT SPRINGS,,0,,
US,ID,83250*,,6.000%,MC CAMMON,,0,,
US,ID,83251*,,6.000%,MACKAY,,0,,
US,ID,83252*,,6.000%,MALAD CITY,,0,,
US,ID,83253*,,6.000%,ELLIS,,0,,
US,ID,83254*,,6.000%,MONTPELIER,,0,,
US,ID,83255*,,6.000%,DARLINGTON,,0,,
US,ID,83256*,,6.000%,MORELAND,,0,,
US,ID,83261*,,6.000%,DINGLE,,0,,
US,ID,83262*,,6.000%,PINGREE,,0,,
US,ID,83263*,,6.000%,PRESTON,,0,,
US,ID,83271*,,6.000%,ROCKLAND,,0,,
US,ID,83272*,,6.000%,SAINT CHARLES,,0,,
US,ID,83274*,,6.000%,SHELLEY,,0,,
US,ID,83276*,,6.000%,SODA SPRINGS,,0,,
US,ID,83277*,,6.000%,SPRINGFIELD,,0,,
US,ID,83278*,,8.500%,STANLEY,,0,,
US,ID,83281*,,6.000%,SWANLAKE,,0,,
US,ID,83283*,,6.000%,GRACE,,0,,
US,ID,83285*,,6.000%,SODA SPRINGS,,0,,
US,ID,83286*,,6.000%,WESTON,,0,,
US,ID,83287*,,6.000%,FISH HAVEN,,0,,
US,ID,83301*,,6.000%,TWIN FALLS,,0,,
US,ID,83302*,,6.000%,ROGERSON,,0,,
US,ID,83303*,,6.000%,TWIN FALLS,,0,,
US,ID,83311*,,6.000%,ALBION,,0,,
US,ID,83312*,,6.000%,ALMO,,0,,
US,ID,83313*,,6.000%,BELLEVUE,,0,,
US,ID,83314*,,6.000%,BLISS,,0,,
US,ID,83316*,,6.000%,BUHL,,0,,
US,ID,83318*,,6.000%,BURLEY,,0,,
US,ID,83320*,,6.000%,CAREY,,0,,
US,ID,83321*,,6.000%,CASTLEFORD,,0,,
US,ID,83322*,,6.000%,CORRAL,,0,,
US,ID,83323*,,6.000%,DECLO,,0,,
US,ID,83324*,,6.000%,DIETRICH,,0,,
US,ID,83325*,,6.000%,EDEN,,0,,
US,ID,83327*,,6.000%,FAIRFIELD,,0,,
US,ID,83328*,,6.000%,FILER,,0,,
US,ID,83330*,,6.000%,GOODING,,0,,
US,ID,83332*,,6.000%,HAGERMAN,,0,,
US,ID,83333*,,6.000%,HAILEY,,0,,
US,ID,83334*,,6.000%,HANSEN,,0,,
US,ID,83335*,,6.000%,HAZELTON,,0,,
US,ID,83336*,,6.000%,HEYBURN,,0,,
US,ID,83337*,,6.000%,HILL CITY,,0,,
US,ID,83338*,,6.000%,JEROME,,0,,
US,ID,83340*,,6.000%,KETCHUM,,0,,
US,ID,83341*,,6.000%,KIMBERLY,,0,,
US,ID,83342*,,6.000%,ELBA,,0,,
US,ID,83343*,,6.000%,MINIDOKA,,0,,
US,ID,83344*,,6.000%,MURTAUGH,,0,,
US,ID,83346*,,6.000%,OAKLEY,,0,,
US,ID,83347*,,6.000%,PAUL,,0,,
US,ID,83348*,,6.000%,HAILEY,,0,,
US,ID,83349*,,6.000%,RICHFIELD,,0,,
US,ID,83350*,,6.000%,ACEQUIA,,0,,
US,ID,83352*,,6.000%,SHOSHONE,,0,,
US,ID,83353*,,9.000%,SUN VALLEY,,0,,
US,ID,83354*,,9.000%,SUN VALLEY,,0,,
US,ID,83355*,,6.000%,WENDELL,,0,,
US,ID,83401*,,6.000%,AMMON,,0,,
US,ID,83402*,,6.000%,IDAHO FALLS,,0,,
US,ID,83403*,,6.000%,IDAHO FALLS,,0,,
US,ID,83404*,,6.000%,IDAHO FALLS,,0,,
US,ID,83405*,,6.000%,IDAHO FALLS,,0,,
US,ID,83406*,,6.000%,AMMON,,0,,
US,ID,83415*,,6.000%,IDAHO FALLS,,0,,
US,ID,83420*,,6.000%,ASHTON,,0,,
US,ID,83421*,,6.000%,CHESTER,,0,,
US,ID,83422*,,6.500%,DRIGGS,,0,,
US,ID,83423*,,6.000%,DUBOIS,,0,,
US,ID,83424*,,6.000%,FELT,,0,,
US,ID,83425*,,6.000%,HAMER,,0,,
US,ID,83427*,,6.000%,IONA,,0,,
US,ID,83428*,,6.000%,IRWIN,,0,,
US,ID,83429*,,6.000%,ISLAND PARK,,0,,
US,ID,83431*,,6.000%,LEWISVILLE,,0,,
US,ID,83433*,,6.000%,ISLAND PARK,,0,,
US,ID,83434*,,6.000%,MENAN,,0,,
US,ID,83435*,,6.000%,MONTEVIEW,,0,,
US,ID,83436*,,6.000%,NEWDALE,,0,,
US,ID,83438*,,6.000%,PARKER,,0,,
US,ID,83440*,,6.000%,REXBURG,,0,,
US,ID,83441*,,6.000%,REXBURG,,0,,
US,ID,83442*,,6.000%,RIGBY,,0,,
US,ID,83443*,,6.000%,RIRIE,,0,,
US,ID,83444*,,6.000%,ROBERTS,,0,,
US,ID,83445*,,6.000%,SAINT ANTHONY,,0,,
US,ID,83446*,,6.000%,DUBOIS,,0,,
US,ID,83448*,,6.000%,SUGAR CITY,,0,,
US,ID,83449*,,7.000%,SWAN VALLEY,,0,,
US,ID,83450*,,6.000%,TERRETON,,0,,
US,ID,83451*,,6.000%,TETON,,0,,
US,ID,83452*,,6.000%,TETONIA,,0,,
US,ID,83454*,,6.000%,UCON,,0,,
US,ID,83455*,,7.000%,VICTOR,,0,,
US,ID,83460*,,6.000%,REXBURG,,0,,
US,ID,83462*,,6.000%,CARMEN,,0,,
US,ID,83463*,,6.000%,GIBBONSVILLE,,0,,
US,ID,83464*,,6.000%,LEADORE,,0,,
US,ID,83465*,,6.000%,LEMHI,,0,,
US,ID,83466*,,6.000%,NORTH FORK,,0,,
US,ID,83467*,,6.000%,SALMON,,0,,
US,ID,83468*,,6.000%,TENDOY,,0,,
US,ID,83469*,,6.000%,NORTH FORK,,0,,
US,ID,83501*,,6.000%,LEWISTON,,0,,
US,ID,83520*,,6.000%,AHSAHKA,,0,,
US,ID,83522*,,6.000%,COTTONWOOD,,0,,
US,ID,83523*,,6.000%,CRAIGMONT,,0,,
US,ID,83524*,,6.000%,CULDESAC,,0,,
US,ID,83525*,,6.000%,ELK CITY,,0,,
US,ID,83526*,,6.000%,FERDINAND,,0,,
US,ID,83530*,,6.000%,GRANGEVILLE,,0,,
US,ID,83531*,,6.000%,FENN,,0,,
US,ID,83533*,,6.000%,COTTONWOOD,,0,,
US,ID,83535*,,6.000%,JULIAETTA,,0,,
US,ID,83536*,,6.000%,KAMIAH,,0,,
US,ID,83537*,,6.000%,KENDRICK,,0,,
US,ID,83539*,,6.000%,KOOSKIA,,0,,
US,ID,83540*,,6.000%,LAPWAI,,0,,
US,ID,83541*,,6.000%,LENORE,,0,,
US,ID,83542*,,6.000%,LUCILE,,0,,
US,ID,83543*,,6.000%,NEZPERCE,,0,,
US,ID,83544*,,6.000%,OROFINO,,0,,
US,ID,83545*,,6.000%,PECK,,0,,
US,ID,83546*,,6.000%,PIERCE,,0,,
US,ID,83547*,,6.000%,POLLOCK,,0,,
US,ID,83548*,,6.000%,CULDESAC,,0,,
US,ID,83549*,,7.000%,RIGGINS,,0,,
US,ID,83552*,,6.000%,STITES,,0,,
US,ID,83553*,,6.000%,WEIPPE,,0,,
US,ID,83554*,,6.000%,WHITE BIRD,,0,,
US,ID,83555*,,6.000%,WINCHESTER,,0,,
US,ID,83602*,,6.000%,BANKS,,0,,
US,ID,83604*,,6.000%,BRUNEAU,,0,,
US,ID,83605*,,6.000%,CALDWELL,,0,,
US,ID,83606*,,6.000%,CALDWELL,,0,,
US,ID,83607*,,6.000%,CALDWELL,,0,,
US,ID,83610*,,6.000%,CAMBRIDGE,,0,,
US,ID,83611*,,7.000%,CASCADE,,0,,
US,ID,83612*,,6.000%,COUNCIL,,0,,
US,ID,83615*,,6.000%,DONNELLY,,0,,
US,ID,83616*,,6.000%,EAGLE,,0,,
US,ID,83617*,,6.000%,EMMETT,,0,,
US,ID,83619*,,6.000%,FRUITLAND,,0,,
US,ID,83622*,,6.000%,GARDEN VALLEY,,0,,
US,ID,83623*,,6.000%,GLENNS FERRY,,0,,
US,ID,83624*,,6.000%,GRAND VIEW,,0,,
US,ID,83626*,,6.000%,GREENLEAF,,0,,
US,ID,83627*,,6.000%,HAMMETT,,0,,
US,ID,83628*,,6.000%,HOMEDALE,,0,,
US,ID,83629*,,6.000%,HORSESHOE BEND,,0,,
US,ID,83630*,,6.000%,HUSTON,,0,,
US,ID,83631*,,6.000%,IDAHO CITY,,0,,
US,ID,83632*,,6.000%,INDIAN VALLEY,,0,,
US,ID,83633*,,6.000%,GLENNS FERRY,,0,,
US,ID,83634*,,6.000%,KUNA,,0,,
US,ID,83635*,,6.000%,LAKE FORK,,0,,
US,ID,83636*,,6.000%,LETHA,,0,,
US,ID,83637*,,6.000%,LOWMAN,,0,,
US,ID,83638*,,6.000%,MCCALL,,0,,
US,ID,83639*,,6.000%,MARSING,,0,,
US,ID,83641*,,6.000%,MELBA,,0,,
US,ID,83642*,,6.000%,KUNA,,0,,
US,ID,83643*,,6.000%,MESA,,0,,
US,ID,83644*,,6.000%,MIDDLETON,,0,,
US,ID,83645*,,6.000%,MIDVALE,,0,,
US,ID,83646*,,6.000%,EAGLE,,0,,
US,ID,83647*,,6.000%,MOUNTAIN HOME,,0,,
US,ID,83648*,,6.000%,MOUNTAIN HOME A F B,,0,,
US,ID,83650*,,6.000%,MURPHY,,0,,
US,ID,83651*,,6.000%,NAMPA,,0,,
US,ID,83652*,,6.000%,NAMPA,,0,,
US,ID,83653*,,6.000%,NAMPA,,0,,
US,ID,83654*,,6.000%,NEW MEADOWS,,0,,
US,ID,83655*,,6.000%,NEW PLYMOUTH,,0,,
US,ID,83656*,,6.000%,NOTUS,,0,,
US,ID,83657*,,6.000%,OLA,,0,,
US,ID,83660*,,6.000%,PARMA,,0,,
US,ID,83661*,,6.000%,PAYETTE,,0,,
US,ID,83666*,,6.000%,PLACERVILLE,,0,,
US,ID,83669*,,6.000%,STAR,,0,,
US,ID,83670*,,6.000%,SWEET,,0,,
US,ID,83671*,,6.000%,WARREN,,0,,
US,ID,83672*,,6.000%,WEISER,,0,,
US,ID,83676*,,6.000%,WILDER,,0,,
US,ID,83677*,,6.000%,YELLOW PINE,,0,,
US,ID,83680*,,6.000%,MERIDIAN,,0,,
US,ID,83686*,,6.000%,NAMPA,,0,,
US,ID,83687*,,6.000%,NAMPA,,0,,
US,ID,83701*,,6.000%,BOISE,,0,,
US,ID,83702*,,6.000%,BOISE,,0,,
US,ID,83703*,,6.000%,BOISE,,0,,
US,ID,83704*,,6.000%,BOISE,,0,,
US,ID,83705*,,6.000%,BOISE,,0,,
US,ID,83706*,,6.000%,BOISE,,0,,
US,ID,83707*,,6.000%,BOISE,,0,,
US,ID,83708*,,6.000%,BOISE,,0,,
US,ID,83709*,,6.000%,BOISE,,0,,
US,ID,83711*,,6.000%,BOISE,,0,,
US,ID,83712*,,6.000%,BOISE,,0,,
US,ID,83713*,,6.000%,BOISE,,0,,
US,ID,83714*,,6.000%,BOISE,,0,,
US,ID,83715*,,6.000%,BOISE,,0,,
US,ID,83716*,,6.000%,BOISE,,0,,
US,ID,83717*,,6.000%,BOISE,,0,,
US,ID,83719*,,6.000%,BOISE,,0,,
